Location,Price,Hour,Time_of_Day,Day,Day_W,Month,Year,Season,High_Qual,Position,Seafront
New York,161.558758350395,7,Morning,3,Thursday,3,2022,spring,False,east,seacost
Dallas,159.61484727951154,3,Night,15,Friday,4,2016,spring,False,south,inland
San Diego,358.0795460202867,16,Afternoon,20,Monday,11,2023,autumn,False,southwestern,seacost
Chicago,215.7646045103064,20,Evening,11,Monday,7,2016,summer,False,midwest,seacost
New York,301.6087531751916,17,Afternoon,28,Saturday,1,2017,winter,False,east,seacost
Phoenix,274.5017550950491,14,Afternoon,11,Wednesday,1,2017,winter,True,southwestern,inland
Los Angeles,389.5480195482475,12,Afternoon,28,Saturday,3,2020,spring,True,west,seacost
Houston,204.1244069402387,17,Afternoon,9,Saturday,4,2016,spring,False,south,seacost
San Diego,352.844653739075,0,Night,4,Wednesday,3,2020,spring,False,southwestern,seacost
San Antonio,146.8351618525418,3,Night,12,Monday,8,2019,summer,False,south,inland
Chicago,162.0447358927461,21,Evening,25,Wednesday,5,2016,spring,False,midwest,seacost
Phoenix,295.2588573161687,23,Evening,13,Wednesday,5,2020,spring,True,southwestern,inland
San Diego,318.69628297342393,16,Afternoon,27,Wednesday,1,2021,winter,False,southwestern,seacost
Philadelphia,300.8947402999726,15,Afternoon,9,Wednesday,1,2019,winter,False,east,seacost
San Antonio,275.5675761717192,16,Afternoon,10,Thursday,11,2022,autumn,True,south,inland
Philadelphia,137.02894451762484,12,Afternoon,22,Thursday,12,2022,winter,False,east,seacost
Philadelphia,204.3309808457016,11,Morning,22,Saturday,6,2019,summer,False,east,seacost
Chicago,292.6008039964287,22,Evening,2,Saturday,3,2019,spring,False,midwest,seacost
Los Angeles,267.2944933760244,5,Night,15,Wednesday,1,2020,winter,False,west,seacost
Phoenix,288.5737919107024,12,Afternoon,20,Sunday,11,2016,autumn,True,southwestern,inland
San Antonio,190.11489928381093,21,Evening,18,Monday,9,2017,autumn,False,south,inland
San Diego,175.56902105188024,14,Afternoon,17,Saturday,7,2021,summer,False,southwestern,seacost
Chicago,337.752063876435,6,Morning,6,Friday,10,2023,autumn,True,midwest,seacost
New York,151.5350317687385,4,Night,26,Wednesday,1,2022,winter,False,east,seacost
Phoenix,251.75269894058263,12,Afternoon,8,Tuesday,3,2022,spring,True,southwestern,inland
Phoenix,101.66753164392595,22,Evening,7,Wednesday,12,2022,winter,False,southwestern,inland
Los Angeles,269.700213032587,6,Morning,10,Friday,8,2018,summer,False,west,seacost
San Diego,197.55307598298424,8,Morning,11,Monday,7,2016,summer,False,southwestern,seacost
Phoenix,290.33257075269944,19,Evening,17,Tuesday,5,2016,spring,True,southwestern,inland
Phoenix,179.34809920202906,1,Night,26,Saturday,9,2020,autumn,False,southwestern,inland
Dallas,116.80962131281616,6,Morning,29,Sunday,10,2017,autumn,False,south,inland
Philadelphia,331.96653707426697,18,Evening,31,Friday,7,2020,summer,True,east,seacost
Chicago,195.9801476849464,18,Evening,8,Tuesday,3,2016,spring,False,midwest,seacost
Philadelphia,296.2591684239152,0,Night,20,Sunday,9,2020,autumn,False,east,seacost
Houston,199.15017155230524,20,Evening,25,Saturday,2,2023,winter,False,south,seacost
New York,281.5542275102756,4,Night,27,Friday,3,2015,spring,False,east,seacost
Los Angeles,213.8630039482161,10,Morning,9,Saturday,9,2023,autumn,False,west,seacost
Los Angeles,360.7331303587392,8,Morning,21,Friday,6,2019,summer,False,west,seacost
Dallas,212.0185078303201,3,Night,18,Sunday,1,2015,winter,False,south,inland
San Jose,161.88524891339614,6,Morning,30,Sunday,1,2022,winter,False,west,seacost
Los Angeles,404.5348074819032,15,Afternoon,28,Friday,7,2017,summer,True,west,seacost
Philadelphia,259.1994037419404,9,Morning,14,Tuesday,2,2023,winter,False,east,seacost
Houston,216.91382843963035,5,Night,29,Sunday,9,2019,autumn,False,south,seacost
New York,253.93519662000853,18,Evening,29,Wednesday,8,2018,summer,False,east,seacost
San Antonio,227.0295670980668,14,Afternoon,29,Wednesday,5,2019,spring,False,south,inland
New York,270.46278175352563,19,Evening,30,Saturday,12,2023,winter,False,east,seacost
Dallas,274.8854568448472,8,Morning,30,Sunday,10,2022,autumn,True,south,inland
Chicago,330.3798176805966,4,Night,6,Thursday,7,2017,summer,True,midwest,seacost
Chicago,237.53555154390125,16,Afternoon,5,Wednesday,9,2018,autumn,False,midwest,seacost
New York,345.76569751050994,7,Morning,20,Monday,3,2023,spring,False,east,seacost
Philadelphia,206.8396181362025,1,Night,6,Monday,6,2022,summer,False,east,seacost
Philadelphia,292.60472748695514,20,Evening,19,Sunday,4,2020,spring,False,east,seacost
San Antonio,227.04787870899293,23,Evening,7,Thursday,5,2020,spring,False,south,inland
San Diego,283.3529789883935,18,Evening,22,Friday,9,2023,autumn,False,southwestern,seacost
San Jose,197.953817390418,0,Night,5,Tuesday,2,2019,winter,False,west,seacost
San Jose,367.5929600746645,15,Afternoon,6,Sunday,5,2018,spring,False,west,seacost
New York,245.89923288979588,4,Night,11,Sunday,12,2016,winter,False,east,seacost
Houston,195.4072538882289,3,Night,26,Saturday,11,2016,autumn,False,south,seacost
Chicago,324.3705245396074,11,Morning,11,Sunday,3,2018,spring,True,midwest,seacost
San Jose,354.33751622716386,21,Evening,4,Saturday,7,2020,summer,False,west,seacost
New York,174.80126913748546,7,Morning,16,Monday,7,2018,summer,False,east,seacost
Phoenix,213.07581769948465,4,Night,28,Wednesday,2,2018,winter,False,southwestern,inland
Houston,129.12242516986197,8,Morning,29,Tuesday,3,2022,spring,False,south,seacost
Dallas,252.000427855826,21,Evening,1,Tuesday,8,2023,summer,False,south,inland
San Diego,250.5026474049968,0,Night,7,Tuesday,2,2017,winter,False,southwestern,seacost
Chicago,315.1197497145851,11,Morning,29,Saturday,8,2020,summer,True,midwest,seacost
San Diego,358.4500691565672,19,Evening,16,Thursday,6,2022,summer,True,southwestern,seacost
Los Angeles,419.9183460569794,21,Evening,12,Monday,12,2022,winter,True,west,seacost
San Diego,223.7676763707583,6,Morning,5,Friday,4,2019,spring,False,southwestern,seacost
Los Angeles,189.0220628139178,15,Afternoon,31,Tuesday,1,2017,winter,False,west,seacost
Phoenix,137.06364767681552,2,Night,18,Thursday,7,2019,summer,False,southwestern,inland
Phoenix,219.7837973383457,8,Morning,21,Thursday,1,2016,winter,False,southwestern,inland
Los Angeles,233.67236230190983,15,Afternoon,8,Friday,3,2019,spring,False,west,seacost
San Diego,393.9193523718184,12,Afternoon,9,Saturday,11,2019,autumn,True,southwestern,seacost
Chicago,139.0455001671493,5,Night,12,Sunday,7,2020,summer,False,midwest,seacost
Houston,278.2596986222666,7,Morning,3,Wednesday,6,2020,summer,False,south,seacost
San Diego,277.1189806085135,18,Evening,21,Thursday,12,2023,winter,False,southwestern,seacost
Phoenix,227.4866872022016,15,Afternoon,10,Saturday,4,2021,spring,False,southwestern,inland
Houston,239.3213338009473,8,Morning,24,Tuesday,9,2019,autumn,False,south,seacost
San Jose,309.0775811772462,13,Afternoon,15,Wednesday,11,2017,autumn,False,west,seacost
Los Angeles,335.5372593911469,12,Afternoon,16,Thursday,1,2020,winter,False,west,seacost
Chicago,250.969521308598,14,Afternoon,22,Saturday,9,2018,autumn,False,midwest,seacost
San Jose,426.7415093017848,1,Night,8,Saturday,5,2021,spring,True,west,seacost
New York,315.50327576923127,19,Evening,11,Wednesday,10,2017,autumn,False,east,seacost
San Jose,425.89971972499296,6,Morning,21,Saturday,3,2015,spring,True,west,seacost
Los Angeles,365.773821758455,3,Night,9,Sunday,8,2020,summer,False,west,seacost
Dallas,296.4605284859263,2,Night,14,Thursday,5,2020,spring,True,south,inland
San Jose,419.1862422577976,23,Evening,20,Thursday,5,2021,spring,True,west,seacost
Los Angeles,196.7157983965903,11,Morning,13,Wednesday,11,2019,autumn,False,west,seacost
Phoenix,168.51092358140795,0,Night,19,Saturday,10,2019,autumn,False,southwestern,inland
San Diego,391.82470672119024,21,Evening,25,Wednesday,5,2016,spring,True,southwestern,seacost
Dallas,142.8272541346302,10,Morning,25,Tuesday,8,2015,summer,False,south,inland
Los Angeles,277.24056980877,12,Afternoon,11,Tuesday,8,2015,summer,False,west,seacost
San Diego,169.3295935177482,5,Night,26,Sunday,11,2023,autumn,False,southwestern,seacost
Philadelphia,169.6621697108823,17,Afternoon,25,Tuesday,2,2020,winter,False,east,seacost
Houston,239.5556428812242,17,Afternoon,7,Tuesday,12,2021,winter,False,south,seacost
Phoenix,179.22030312027906,19,Evening,22,Friday,7,2016,summer,False,southwestern,inland
Houston,203.21226763677583,5,Night,5,Thursday,1,2023,winter,False,south,seacost
Philadelphia,262.11417745590984,20,Evening,21,Wednesday,12,2022,winter,False,east,seacost
Los Angeles,325.0038153590495,15,Afternoon,13,Saturday,6,2015,summer,False,west,seacost
Dallas,219.85248437250524,2,Night,10,Wednesday,11,2021,autumn,False,south,inland
Chicago,202.0253733545236,20,Evening,11,Monday,9,2023,autumn,False,midwest,seacost
New York,207.84254241664092,22,Evening,30,Friday,9,2022,autumn,False,east,seacost
Houston,212.18409023807715,11,Morning,30,Tuesday,5,2017,spring,False,south,seacost
Dallas,192.6216662599693,0,Night,6,Wednesday,7,2016,summer,False,south,inland
Philadelphia,342.01576287815305,21,Evening,29,Thursday,7,2021,summer,False,east,seacost
New York,154.5891556462291,9,Morning,6,Saturday,7,2019,summer,False,east,seacost
San Jose,321.1193361341914,9,Morning,13,Sunday,3,2016,spring,False,west,seacost
San Antonio,223.69185299683176,19,Evening,25,Wednesday,11,2020,autumn,False,south,inland
New York,446.3689632236664,21,Evening,11,Saturday,2,2023,winter,True,east,seacost
Los Angeles,387.9019808889814,11,Morning,24,Tuesday,5,2022,spring,True,west,seacost
Houston,223.8647999556434,23,Evening,9,Friday,6,2023,summer,False,south,seacost
San Antonio,157.70309052434257,22,Evening,20,Sunday,9,2020,autumn,False,south,inland
Los Angeles,142.85179975128486,0,Night,9,Sunday,5,2021,spring,False,west,seacost
San Antonio,148.15615569265074,20,Evening,5,Thursday,2,2015,winter,False,south,inland
New York,404.2306166460472,22,Evening,1,Thursday,7,2021,summer,True,east,seacost
San Jose,441.97687257955374,12,Afternoon,4,Thursday,5,2023,spring,True,west,seacost
Philadelphia,312.274102838131,18,Evening,25,Saturday,2,2023,winter,False,east,seacost
Phoenix,220.7708416395353,15,Afternoon,17,Thursday,1,2019,winter,False,southwestern,inland
Los Angeles,309.7455568454503,19,Evening,19,Tuesday,4,2016,spring,False,west,seacost
Los Angeles,321.9741361583059,10,Morning,4,Saturday,4,2015,spring,False,west,seacost
San Antonio,100.35782372932786,18,Evening,22,Wednesday,8,2018,summer,False,south,inland
Chicago,208.79001692041336,9,Morning,25,Tuesday,5,2021,spring,False,midwest,seacost
San Jose,248.7836466345202,20,Evening,12,Monday,9,2022,autumn,False,west,seacost
Chicago,354.70396538525983,3,Night,14,Thursday,10,2021,autumn,True,midwest,seacost
Los Angeles,140.20347572785838,12,Afternoon,18,Tuesday,9,2018,autumn,False,west,seacost
Chicago,296.7227320743945,6,Morning,3,Sunday,10,2021,autumn,False,midwest,seacost
San Antonio,181.05738234479784,21,Evening,24,Friday,3,2017,spring,False,south,inland
Los Angeles,158.13290486963976,14,Afternoon,21,Wednesday,9,2022,autumn,False,west,seacost
Phoenix,172.19057215874625,3,Night,18,Wednesday,1,2023,winter,False,southwestern,inland
Houston,138.12673823718922,17,Afternoon,12,Sunday,2,2017,winter,False,south,seacost
Houston,118.21919197135094,9,Morning,15,Friday,5,2020,spring,False,south,seacost
Chicago,284.028734949265,19,Evening,1,Monday,10,2018,autumn,False,midwest,seacost
Philadelphia,136.41798925197705,20,Evening,25,Tuesday,2,2020,winter,False,east,seacost
San Jose,153.58923120311067,12,Afternoon,8,Monday,2,2021,winter,False,west,seacost
Chicago,222.23616588387787,16,Afternoon,2,Friday,10,2020,autumn,False,midwest,seacost
Philadelphia,163.94699097415565,11,Morning,13,Thursday,8,2020,summer,False,east,seacost
New York,283.8382846289039,21,Evening,6,Sunday,6,2021,summer,False,east,seacost
San Diego,242.48960901596112,20,Evening,9,Wednesday,3,2016,spring,False,southwestern,seacost
Los Angeles,168.6376588510578,10,Morning,2,Monday,9,2019,autumn,False,west,seacost
New York,341.91215279691403,3,Night,5,Tuesday,9,2017,autumn,False,east,seacost
San Antonio,229.9444372597152,20,Evening,28,Monday,8,2017,summer,False,south,inland
San Antonio,228.93558067649403,23,Evening,15,Saturday,6,2019,summer,False,south,inland
Los Angeles,382.0964028171882,5,Night,26,Thursday,3,2015,spring,True,west,seacost
Chicago,121.62569777818756,4,Night,13,Tuesday,1,2015,winter,False,midwest,seacost
San Antonio,105.54700419562832,23,Evening,23,Sunday,9,2018,autumn,False,south,inland
Phoenix,204.6330571964245,19,Evening,7,Thursday,4,2022,spring,False,southwestern,inland
Chicago,231.8437267299988,8,Morning,5,Monday,7,2021,summer,False,midwest,seacost
San Antonio,298.1134950600135,9,Morning,14,Tuesday,7,2015,summer,True,south,inland
New York,257.2608208947554,14,Afternoon,16,Saturday,7,2022,summer,False,east,seacost
San Jose,266.73125831290804,19,Evening,7,Thursday,9,2023,autumn,False,west,seacost
San Antonio,267.1412738480561,22,Evening,17,Tuesday,12,2019,winter,True,south,inland
Phoenix,224.61843567278123,21,Evening,20,Thursday,8,2015,summer,False,southwestern,inland
San Jose,171.32253629951057,19,Evening,29,Friday,5,2015,spring,False,west,seacost
San Antonio,111.53185896835691,7,Morning,1,Saturday,10,2016,autumn,False,south,inland
New York,308.5655408962187,8,Morning,31,Friday,7,2020,summer,False,east,seacost
Phoenix,179.35447036522945,13,Afternoon,25,Friday,9,2015,autumn,False,southwestern,inland
Chicago,296.5035195240406,13,Afternoon,3,Tuesday,5,2022,spring,False,midwest,seacost
Chicago,270.734924298487,18,Evening,3,Saturday,10,2020,autumn,False,midwest,seacost
Phoenix,100.06130744222746,5,Night,17,Saturday,8,2019,summer,False,southwestern,inland
San Diego,144.72574405214863,2,Night,27,Sunday,3,2022,spring,False,southwestern,seacost
Philadelphia,348.32576649659086,18,Evening,29,Tuesday,12,2015,winter,True,east,seacost
Chicago,159.50044322971485,7,Morning,4,Wednesday,9,2019,autumn,False,midwest,seacost
Philadelphia,278.0948345809388,11,Morning,1,Thursday,8,2019,summer,False,east,seacost
San Antonio,288.0993619525799,18,Evening,27,Friday,7,2018,summer,True,south,inland
Dallas,322.65346178741714,23,Evening,29,Friday,11,2019,autumn,True,south,inland
Los Angeles,376.3907660996352,0,Night,28,Thursday,5,2020,spring,False,west,seacost
Los Angeles,388.898510270078,2,Night,13,Monday,2,2017,winter,True,west,seacost
Dallas,309.1129250649693,14,Afternoon,29,Thursday,1,2015,winter,True,south,inland
Houston,126.84227815762269,15,Afternoon,31,Thursday,8,2023,summer,False,south,seacost
Phoenix,271.4485642139422,21,Evening,24,Wednesday,1,2018,winter,True,southwestern,inland
Los Angeles,256.4049956265702,5,Night,11,Friday,6,2021,summer,False,west,seacost
San Jose,162.79969631172463,14,Afternoon,24,Thursday,12,2015,winter,False,west,seacost
San Diego,289.2879080351693,16,Afternoon,28,Friday,6,2019,summer,False,southwestern,seacost
Houston,135.67489002138402,5,Night,18,Wednesday,11,2020,autumn,False,south,seacost
San Diego,162.15205179262347,6,Morning,18,Saturday,11,2023,autumn,False,southwestern,seacost
New York,290.2736455837507,5,Night,21,Tuesday,11,2017,autumn,False,east,seacost
New York,244.4306957265716,5,Night,25,Monday,12,2017,winter,False,east,seacost
New York,414.3953041781557,10,Morning,17,Saturday,4,2021,spring,True,east,seacost
New York,244.67725303700348,13,Afternoon,16,Thursday,2,2023,winter,False,east,seacost
Philadelphia,343.8698383045487,15,Afternoon,13,Sunday,9,2020,autumn,True,east,seacost
Philadelphia,131.27171584365152,21,Evening,26,Thursday,8,2021,summer,False,east,seacost
San Diego,405.7783897370916,4,Night,11,Saturday,4,2015,spring,True,southwestern,seacost
San Antonio,110.8658049238424,23,Evening,15,Wednesday,8,2018,summer,False,south,inland
Chicago,183.09200510473167,9,Morning,23,Thursday,7,2015,summer,False,midwest,seacost
Los Angeles,146.96823941913777,10,Morning,28,Monday,5,2018,spring,False,west,seacost
San Antonio,291.8709876214756,3,Night,8,Thursday,4,2021,spring,True,south,inland
Dallas,121.37072602896264,22,Evening,12,Tuesday,2,2019,winter,False,south,inland
Houston,186.78066914911184,7,Morning,18,Monday,7,2022,summer,False,south,seacost
Dallas,256.04486565114354,0,Night,26,Tuesday,12,2017,winter,False,south,inland
Philadelphia,213.7241071188368,22,Evening,18,Saturday,8,2018,summer,False,east,seacost
New York,152.246022172687,21,Evening,29,Wednesday,7,2015,summer,False,east,seacost
Houston,162.92595727070798,16,Afternoon,19,Sunday,2,2017,winter,False,south,seacost
Phoenix,242.9385293337237,20,Evening,9,Monday,10,2017,autumn,False,southwestern,inland
New York,263.4835283463635,4,Night,15,Monday,10,2018,autumn,False,east,seacost
New York,396.0856014398418,7,Morning,12,Sunday,12,2021,winter,True,east,seacost
Chicago,297.355193127354,19,Evening,29,Thursday,4,2021,spring,False,midwest,seacost
San Diego,304.0762406910535,12,Afternoon,28,Saturday,3,2015,spring,False,southwestern,seacost
Los Angeles,166.45309104182445,2,Night,8,Saturday,4,2017,spring,False,west,seacost
San Jose,444.599822787137,1,Night,22,Monday,7,2019,summer,True,west,seacost
Los Angeles,285.7883999313525,13,Afternoon,30,Wednesday,9,2020,autumn,False,west,seacost
Philadelphia,197.6466140716093,18,Evening,1,Tuesday,3,2022,spring,False,east,seacost
Dallas,242.4696204756903,23,Evening,15,Tuesday,5,2018,spring,False,south,inland
Chicago,289.6271567053163,10,Morning,9,Thursday,3,2023,spring,False,midwest,seacost
San Antonio,193.5008996694769,18,Evening,26,Saturday,6,2021,summer,False,south,inland
San Diego,319.71267521348386,11,Morning,12,Saturday,12,2020,winter,False,southwestern,seacost
Los Angeles,170.2512330889286,3,Night,7,Tuesday,4,2015,spring,False,west,seacost
New York,412.2196653245192,14,Afternoon,10,Tuesday,1,2017,winter,True,east,seacost
San Antonio,236.14502627608857,12,Afternoon,4,Friday,8,2017,summer,False,south,inland
San Jose,381.8960881118789,11,Morning,9,Saturday,5,2020,spring,True,west,seacost
Philadelphia,159.5711156716864,10,Morning,1,Sunday,3,2020,spring,False,east,seacost
Houston,224.24659017135383,9,Morning,2,Thursday,12,2021,winter,False,south,seacost
San Antonio,238.5189561081941,21,Evening,25,Wednesday,5,2016,spring,False,south,inland
Chicago,245.3478838828856,15,Afternoon,7,Friday,8,2020,summer,False,midwest,seacost
Chicago,143.810158694368,22,Evening,11,Saturday,6,2016,summer,False,midwest,seacost
Philadelphia,145.77138975116046,7,Morning,19,Saturday,10,2019,autumn,False,east,seacost
San Diego,312.4845459837089,14,Afternoon,1,Wednesday,3,2017,spring,False,southwestern,seacost
Chicago,311.2539031103832,22,Evening,2,Wednesday,9,2020,autumn,False,midwest,seacost
San Jose,448.9887122690535,18,Evening,11,Thursday,6,2015,summer,True,west,seacost
New York,320.46524326521336,23,Evening,17,Tuesday,8,2021,summer,False,east,seacost
Los Angeles,204.25925720667976,9,Morning,1,Friday,4,2016,spring,False,west,seacost
San Jose,271.52296915107013,11,Morning,19,Tuesday,4,2022,spring,False,west,seacost
Philadelphia,157.7263089458624,22,Evening,4,Friday,1,2019,winter,False,east,seacost
Dallas,201.05154717479724,19,Evening,16,Tuesday,11,2021,autumn,False,south,inland
San Antonio,268.03345598938466,18,Evening,29,Saturday,8,2020,summer,True,south,inland
San Jose,267.05991356742766,10,Morning,27,Tuesday,10,2020,autumn,False,west,seacost
Phoenix,110.34671516187528,10,Morning,27,Monday,11,2017,autumn,False,southwestern,inland
Chicago,159.81874099104974,5,Night,22,Saturday,10,2022,autumn,False,midwest,seacost
Phoenix,233.93554056640872,8,Morning,20,Saturday,5,2017,spring,False,southwestern,inland
Dallas,262.0696132328827,6,Morning,9,Thursday,6,2022,summer,False,south,inland
New York,209.41252487486685,23,Evening,16,Sunday,8,2015,summer,False,east,seacost
Los Angeles,366.8396318097019,14,Afternoon,1,Friday,6,2018,summer,False,west,seacost
San Jose,234.25668956619404,23,Evening,26,Tuesday,12,2023,winter,False,west,seacost
San Diego,295.600265411031,8,Morning,14,Monday,2,2022,winter,False,southwestern,seacost
Philadelphia,210.0034669799991,20,Evening,10,Saturday,7,2021,summer,False,east,seacost
Los Angeles,334.0727653588855,3,Night,12,Monday,2,2018,winter,False,west,seacost
Philadelphia,227.675529860524,7,Morning,27,Monday,2,2023,winter,False,east,seacost
Philadelphia,328.0697999330411,17,Afternoon,7,Thursday,12,2023,winter,False,east,seacost
Philadelphia,255.6907851297991,8,Morning,16,Sunday,12,2018,winter,False,east,seacost
Los Angeles,319.2756654315046,21,Evening,28,Monday,2,2022,winter,False,west,seacost
San Antonio,285.2106275520192,0,Night,21,Friday,10,2022,autumn,True,south,inland
San Jose,280.6034343002832,6,Morning,30,Tuesday,8,2022,summer,False,west,seacost
San Antonio,210.1289950258535,13,Afternoon,24,Monday,5,2021,spring,False,south,inland
Dallas,151.6059137007446,19,Evening,20,Saturday,11,2021,autumn,False,south,inland
San Antonio,238.68645263204343,23,Evening,5,Monday,9,2016,autumn,False,south,inland
Chicago,171.04978769337768,13,Afternoon,23,Friday,6,2023,summer,False,midwest,seacost
Phoenix,237.99164149734,23,Evening,11,Thursday,8,2016,summer,False,southwestern,inland
Chicago,341.56402328237004,0,Night,27,Thursday,8,2015,summer,True,midwest,seacost
Chicago,345.91221342253704,8,Morning,9,Tuesday,1,2018,winter,True,midwest,seacost
Los Angeles,364.5118919214231,5,Night,23,Friday,12,2022,winter,False,west,seacost
Chicago,249.39470318228848,14,Afternoon,29,Friday,5,2020,spring,False,midwest,seacost
Chicago,320.9324469191865,4,Night,9,Monday,11,2020,autumn,True,midwest,seacost
Chicago,229.86232796721265,13,Afternoon,28,Sunday,3,2021,spring,False,midwest,seacost
Phoenix,175.38354034648972,8,Morning,1,Wednesday,9,2021,autumn,False,southwestern,inland
Phoenix,240.46702589115128,4,Night,4,Thursday,5,2017,spring,False,southwestern,inland
Dallas,155.61130310658933,1,Night,31,Sunday,3,2019,spring,False,south,inland
San Diego,160.79827105348292,6,Morning,19,Sunday,2,2023,winter,False,southwestern,seacost
San Jose,259.80798753571577,15,Afternoon,9,Friday,6,2023,summer,False,west,seacost
Houston,184.93977583883287,14,Afternoon,28,Friday,5,2021,spring,False,south,seacost
Phoenix,124.10482061563286,10,Morning,4,Sunday,12,2022,winter,False,southwestern,inland
Dallas,298.0037050862042,2,Night,19,Thursday,9,2019,autumn,True,south,inland
San Diego,327.08138067029824,23,Evening,26,Saturday,9,2015,autumn,False,southwestern,seacost
Phoenix,105.15823269791372,7,Morning,31,Friday,3,2017,spring,False,southwestern,inland
Houston,228.83510256371275,9,Morning,11,Friday,8,2017,summer,False,south,seacost
San Jose,196.1409560850516,12,Afternoon,12,Thursday,4,2018,spring,False,west,seacost
Dallas,222.46843008426583,22,Evening,19,Monday,6,2023,summer,False,south,inland
San Jose,381.3757678118849,8,Morning,7,Thursday,4,2022,spring,False,west,seacost
Chicago,219.13286785561456,10,Morning,28,Tuesday,7,2020,summer,False,midwest,seacost
Los Angeles,307.1221688320519,1,Night,30,Tuesday,10,2018,autumn,False,west,seacost
Houston,230.21656439302336,18,Evening,10,Saturday,6,2017,summer,False,south,seacost
Phoenix,215.5211719516038,10,Morning,17,Monday,2,2020,winter,False,southwestern,inland
Dallas,215.1857695923447,2,Night,12,Thursday,3,2015,spring,False,south,inland
San Jose,200.1095894575336,23,Evening,6,Tuesday,4,2021,spring,False,west,seacost
San Antonio,148.32285390259176,10,Morning,11,Thursday,6,2015,summer,False,south,inland
Houston,306.6908562557289,2,Night,22,Friday,12,2023,winter,True,south,seacost
San Antonio,247.64129747193925,10,Morning,3,Monday,8,2015,summer,False,south,inland
San Jose,444.85975156696094,20,Evening,28,Thursday,11,2019,autumn,True,west,seacost
San Jose,166.2390228733169,14,Afternoon,17,Sunday,12,2017,winter,False,west,seacost
Philadelphia,212.30874717528152,1,Night,24,Monday,10,2016,autumn,False,east,seacost
Los Angeles,408.6005533485488,6,Morning,16,Saturday,6,2018,summer,True,west,seacost
San Antonio,187.87576218133424,22,Evening,21,Tuesday,2,2017,winter,False,south,inland
San Antonio,220.867489266568,21,Evening,18,Thursday,5,2017,spring,False,south,inland
San Antonio,213.94828785264764,20,Evening,25,Saturday,5,2019,spring,False,south,inland
Dallas,140.9516687044721,10,Morning,14,Saturday,7,2018,summer,False,south,inland
San Jose,369.33128955847326,20,Evening,9,Monday,3,2015,spring,False,west,seacost
San Jose,167.49377954307238,3,Night,5,Monday,1,2015,winter,False,west,seacost
San Diego,290.62960961773393,2,Night,6,Saturday,2,2021,winter,False,southwestern,seacost
Philadelphia,273.6858238967144,11,Morning,9,Friday,10,2020,autumn,False,east,seacost
San Diego,196.5175661126877,8,Morning,5,Thursday,11,2015,autumn,False,southwestern,seacost
New York,375.1272676605388,21,Evening,17,Thursday,8,2017,summer,False,east,seacost
Dallas,307.1588995750558,12,Afternoon,25,Friday,10,2019,autumn,True,south,inland
Dallas,325.39495990265385,4,Night,25,Monday,1,2016,winter,True,south,inland
Phoenix,105.36338722792622,2,Night,28,Thursday,3,2019,spring,False,southwestern,inland
Chicago,194.33397763557784,19,Evening,2,Monday,3,2015,spring,False,midwest,seacost
San Antonio,284.96476268530256,19,Evening,11,Sunday,3,2018,spring,True,south,inland
Chicago,132.1212976872451,5,Night,14,Friday,10,2016,autumn,False,midwest,seacost
San Jose,231.60755807518856,15,Afternoon,30,Monday,1,2023,winter,False,west,seacost
Chicago,248.0132530401141,17,Afternoon,29,Wednesday,8,2018,summer,False,midwest,seacost
San Diego,347.2551990248814,17,Afternoon,14,Wednesday,11,2018,autumn,False,southwestern,seacost
Chicago,174.7335409337978,11,Morning,25,Sunday,6,2017,summer,False,midwest,seacost
San Jose,240.10325634409185,5,Night,9,Sunday,12,2018,winter,False,west,seacost
San Antonio,138.90768584577893,8,Morning,12,Monday,11,2018,autumn,False,south,inland
San Antonio,188.61241086573892,12,Afternoon,29,Tuesday,10,2019,autumn,False,south,inland
San Diego,281.2168939065808,11,Morning,23,Monday,8,2021,summer,False,southwestern,seacost
Chicago,335.814472968167,12,Afternoon,3,Monday,9,2018,autumn,True,midwest,seacost
Houston,279.5659636963292,8,Morning,24,Wednesday,7,2019,summer,False,south,seacost
New York,364.60351518118847,16,Afternoon,25,Sunday,11,2018,autumn,False,east,seacost
Phoenix,214.53395163146,5,Night,13,Wednesday,5,2020,spring,False,southwestern,inland
Los Angeles,232.00245671919703,19,Evening,25,Friday,2,2022,winter,False,west,seacost
Los Angeles,159.62154328632965,21,Evening,13,Saturday,5,2023,spring,False,west,seacost
San Jose,227.6422815021548,5,Night,12,Saturday,3,2016,spring,False,west,seacost
San Diego,194.5124325267641,11,Morning,6,Friday,5,2022,spring,False,southwestern,seacost
Houston,160.13740133152749,7,Morning,30,Tuesday,5,2017,spring,False,south,seacost
San Antonio,145.354976235936,2,Night,24,Sunday,3,2019,spring,False,south,inland
San Antonio,186.1093363091889,14,Afternoon,3,Sunday,1,2021,winter,False,south,inland
Phoenix,176.14297593358367,17,Afternoon,10,Monday,9,2018,autumn,False,southwestern,inland
New York,251.11402879347,13,Afternoon,13,Saturday,5,2017,spring,False,east,seacost
Los Angeles,386.74652001675537,15,Afternoon,20,Sunday,11,2016,autumn,True,west,seacost
Houston,154.60223120653626,17,Afternoon,12,Tuesday,11,2019,autumn,False,south,seacost
Los Angeles,185.8230282142452,19,Evening,18,Monday,5,2015,spring,False,west,seacost
Dallas,126.72063682005356,1,Night,7,Wednesday,3,2018,spring,False,south,inland
Los Angeles,398.9608435332543,12,Afternoon,15,Wednesday,6,2022,summer,True,west,seacost
